Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
John Martinez,castillosarah@example.net,castillosarah,1995-12-15,Male,Nashville,2024-02-20,2025-02-19,Monthly,Amex,Manual,Frequent,Electronics,Comedy,Tablet,Medium,4.5,7
Virginia Gomez,tonypace@example.com,tonypace,1947-05-08,Male,Dallas,2024-01-31,2025-01-30,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Medium,4.2,1
Carolyn Hale,andreawalker@example.org,andreawalker,1981-03-25,Male,Jacksonville,2024-02-22,2025-02-21,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Smart TV,Medium,4.4,0
Kathleen Carter,alexreese@example.org,alexreese,1992-08-13,Male,San Diego,2024-02-10,2025-02-09,Monthly,Amex,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.2,4
Troy Smith,john96@example.net,john96,1980-06-26,Male,Columbus,2024-03-27,2025-03-27,Monthly,Visa,Manual,Regular,Books,Horror,Smart TV,Low,4.3,0
Alexander Hernandez,kellicook@example.com,kellicook,1971-11-12,Male,Oklahoma City,2024-02-20,2025-02-19,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,4.2,8
Elizabeth Duncan,dbell@example.org,dbell,1995-03-24,Female,Los Angeles,2024-04-02,2025-04-02,Annual,Amex,Manual,Occasional,Electronics,Horror,Smartphone,High,3.9,7
Jeremy Fernandez,donaldstephenson@example.org,donaldstephenson,1988-11-29,Male,San Diego,2024-02-21,2025-02-20,Annual,Visa,Manual,Frequent,Books,Drama,Smart TV,High,4.8,5
Phillip Jones,valenzuelaadrienne@example.com,valenzuelaadrienne,1985-01-26,Female,Phoenix,2024-01-22,2025-01-21,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,High,3.3,9
Thomas Woods,ttapia@example.org,ttapia,1990-08-09,Female,Seattle,2024-03-31,2025-03-31,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,High,3.7,9
Sara Doyle,odoyle@example.net,odoyle,1948-06-24,Male,New York,2024-01-09,2025-01-08,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.3,0
Joel Green,jamesbecker@example.com,jamesbecker,2000-06-08,Male,Los Angeles,2024-03-19,2025-03-19,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,Smart TV,High,4.6,5
Pamela Wagner,justinsmith@example.org,justinsmith,1989-02-10,Male,Dallas,2024-04-10,2025-04-10,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,Medium,4.1,5
Grant Carlson,loritate@example.org,loritate,1977-08-18,Male,New York,2024-03-19,2025-03-19,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.5,7
Dr. Desiree Mitchell,heidi61@example.net,heidi61,1982-10-07,Male,San Antonio,2024-03-26,2025-03-26,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.4,9
Scott Hall,christianlove@example.net,christianlove,1973-09-15,Female,New York,2024-01-23,2025-01-22,Monthly,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,High,4.8,2
Veronica Barr,emosley@example.com,emosley,1934-10-16,Female,Detroit,2024-01-29,2025-01-28,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,3.8,9
Katherine Andrews,jareddavies@example.com,jareddavies,1992-11-30,Female,San Diego,2024-02-29,2025-02-28,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smart TV,Low,3.1,4
Eric Hernandez,robertmcdaniel@example.com,robertmcdaniel,1965-08-21,Male,San Jose,2024-03-16,2025-03-16,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,4.0,10
Kenneth Baldwin,jorgelowe@example.com,jorgelowe,1986-06-10,Male,San Antonio,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Clothing,Comedy,Tablet,Medium,3.4,0
Linda Warren,adamsnicole@example.net,adamsnicole,2001-10-18,Female,Oklahoma City,2024-03-04,2025-03-04,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Low,3.8,1
Earl Griffin,jenniferwalker@example.com,jenniferwalker,1953-01-02,Male,Dallas,2024-01-13,2025-01-12,Annual,Amex,Manual,Occasional,Electronics,Romance,Smart TV,Medium,3.3,7
Matthew Greer,juarezanthony@example.com,juarezanthony,1983-01-27,Female,Detroit,2024-03-30,2025-03-30,Monthly,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.3,3
Kimberly Murray,jbeasley@example.com,jbeasley,1941-01-15,Male,Denver,2024-02-26,2025-02-25,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smartphone,Low,3.3,2
Patricia Long,paullara@example.net,paullara,1976-05-22,Female,New York,2024-01-08,2025-01-07,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.8,2
Peter Harper,lindamoore@example.com,lindamoore,1969-10-22,Male,Dallas,2024-04-09,2025-04-09,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Smartphone,Low,3.9,1
Natalie Bartlett,kendragriffin@example.org,kendragriffin,1976-12-11,Male,Indianapolis,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,3.3,10
David Mccarty,kimberly44@example.net,kimberly44,1944-05-08,Male,Chicago,2024-04-08,2025-04-08,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Medium,3.8,8
Sarah Thomas,everettbethany@example.net,everettbethany,1964-09-15,Female,San Jose,2024-02-20,2025-02-19,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.7,9
Heather Holloway,brandymccullough@example.org,brandymccullough,1970-07-30,Male,Charlotte,2024-04-12,2025-04-12,Monthly,Visa,Manual,Regular,Clothing,Horror,Smartphone,Medium,3.7,5
Allison Mata,youngashley@example.com,youngashley,1988-10-10,Female,Dallas,2024-03-14,2025-03-14,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Low,4.2,0
William Gonzalez,jonesheather@example.org,jonesheather,1950-04-06,Female,Houston,2024-02-04,2025-02-03,Annual,Visa,Manual,Occasional,Electronics,Drama,Tablet,Medium,4.8,7
Alexandra James,twilliams@example.com,twilliams,1986-07-07,Female,Jacksonville,2024-02-13,2025-02-12,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,High,3.3,8
Anthony Ellis,jenniferking@example.org,jenniferking,1972-03-06,Female,El Paso,2024-02-16,2025-02-15,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smartphone,High,3.4,0
Autumn Hoffman,timothymercado@example.net,timothymercado,1990-06-20,Male,Philadelphia,2024-03-24,2025-03-24,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Tablet,High,3.2,1
Travis Jenkins,mason12@example.net,mason12,1949-03-31,Female,New York,2024-03-24,2025-03-24,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Medium,4.5,6
Victoria Patel,sarah63@example.net,sarah63,1944-06-09,Female,Los Angeles,2024-04-13,2025-04-13,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smartphone,Medium,3.4,10
Kevin Lopez,mbrady@example.com,mbrady,1995-12-17,Male,Charlotte,2024-03-23,2025-03-23,Monthly,Mastercard,Manual,Frequent,Clothing,Comedy,Smartphone,High,4.9,7
Jessica Villanueva,burkedustin@example.org,burkedustin,2000-03-18,Male,Denver,2024-03-16,2025-03-16,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,High,4.3,0
Jason Murphy,jessicaglass@example.net,jessicaglass,1941-08-11,Female,Chicago,2024-01-02,2025-01-01,Monthly,Mastercard,Auto-renew,Frequent,Books,Action,Smartphone,High,3.1,8
Cindy Adkins,christine45@example.net,christine45,1951-11-29,Male,Los Angeles,2024-04-05,2025-04-05,Annual,Amex,Manual,Occasional,Books,Drama,Smart TV,High,4.8,9
Reginald Perez,nicole19@example.net,nicole19,1993-03-04,Female,Dallas,2024-01-30,2025-01-29,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,4.3,9
Michelle Williams,samanthapowell@example.com,samanthapowell,1954-06-05,Male,San Diego,2024-02-22,2025-02-21,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,3.9,8
Leslie West,jackmiller@example.com,jackmiller,2002-12-09,Female,Charlotte,2024-02-20,2025-02-19,Annual,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,9
Michael Delgado,maria52@example.org,maria52,1996-07-21,Male,Columbus,2024-04-13,2025-04-13,Annual,Visa,Auto-renew,Regular,Books,Comedy,Tablet,High,4.1,10
Janice Erickson,natalie75@example.org,natalie75,1940-02-11,Female,San Francisco,2024-02-01,2025-01-31,Annual,Mastercard,Auto-renew,Regular,Books,Horror,Smartphone,High,4.7,3
Benjamin Stewart,dustinsmith@example.net,dustinsmith,1976-10-01,Male,Dallas,2024-01-06,2025-01-05,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Low,3.3,10
Keith Townsend,danielclark@example.net,danielclark,1993-12-20,Male,San Jose,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Low,5.0,5
Juan Ramos,brent46@example.org,brent46,1946-12-02,Female,Fort Worth,2024-03-21,2025-03-21,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,3.5,5
Shawn Stevens,angelawhite@example.org,angelawhite,1938-10-03,Female,Nashville,2024-02-07,2025-02-06,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,4.2,4
Tracy Page,nicholsmia@example.com,nicholsmia,1975-05-19,Female,Los Angeles,2024-01-25,2025-01-24,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.1,5
Elizabeth Sellers,johnsonjohn@example.org,johnsonjohn,1946-09-25,Female,Detroit,2024-03-20,2025-03-20,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,7
Kevin Spence,christophermontgomery@example.net,christophermontgomery,1991-06-27,Male,San Diego,2024-01-25,2025-01-24,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,3.8,10
Courtney Tucker,andersoncassandra@example.net,andersoncassandra,1966-09-13,Male,San Diego,2024-04-07,2025-04-07,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.2,9
Jesse Bailey,angela14@example.com,angela14,2000-08-20,Male,Denver,2024-04-05,2025-04-05,Monthly,Visa,Manual,Frequent,Clothing,Romance,Smart TV,Low,3.2,7
Autumn Brooks,dominicburns@example.com,dominicburns,1967-05-01,Male,Fort Worth,2024-04-01,2025-04-01,Monthly,Amex,Manual,Frequent,Clothing,Action,Smartphone,High,4.7,5
David Elliott,davismelissa@example.net,davismelissa,1936-12-27,Female,Houston,2024-01-05,2025-01-04,Annual,Amex,Auto-renew,Regular,Books,Action,Smartphone,High,4.1,8
Vanessa Harris,nicholas23@example.org,nicholas23,1982-02-03,Female,Oklahoma City,2024-03-12,2025-03-12,Annual,Amex,Manual,Regular,Clothing,Drama,Smartphone,High,4.4,7
Thomas Keller,kellyterrance@example.com,kellyterrance,1990-03-13,Male,Nashville,2024-02-25,2025-02-24,Annual,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Medium,4.7,10
Joan Phillips,garycoffey@example.org,garycoffey,1990-05-06,Male,San Francisco,2024-01-13,2025-01-12,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.3,9
Joseph Owens,lukewilcox@example.org,lukewilcox,1980-07-10,Female,San Jose,2024-02-27,2025-02-26,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Smart TV,Medium,4.8,5
Susan Pace,kenneth18@example.org,kenneth18,1938-09-05,Male,Los Angeles,2024-02-11,2025-02-10,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,7
Jennifer Anderson,mfrench@example.net,mfrench,1961-12-04,Female,San Antonio,2024-01-12,2025-01-11,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Medium,4.7,4
Theresa Gibson,jesse00@example.org,jesse00,1976-12-11,Female,Los Angeles,2024-04-12,2025-04-12,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.8,3
Alejandro Bryant,gonzalezdavid@example.com,gonzalezdavid,1960-10-05,Female,New York,2024-01-24,2025-01-23,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,4.2,5
Diana Green,carsonlauren@example.com,carsonlauren,1949-08-05,Male,Houston,2024-02-25,2025-02-24,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,3.5,6
Brian Boyd,keithjones@example.com,keithjones,1997-03-04,Male,Washington,2024-03-21,2025-03-21,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,3.5,9
Jennifer Perez,millervalerie@example.net,millervalerie,1937-12-21,Male,Los Angeles,2024-02-04,2025-02-03,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.1,6
Eric Bryant,bryan67@example.net,bryan67,1959-07-01,Female,Fort Worth,2024-03-10,2025-03-10,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.8,10
Tracey Mullins,mellis@example.net,mellis,1941-05-20,Male,Seattle,2024-01-26,2025-01-25,Annual,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,3.0,10
Robert Bryant,ywilson@example.org,ywilson,1983-09-22,Male,Houston,2024-01-17,2025-01-16,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Smartphone,High,3.1,0
Jonathan George,hendersonaaron@example.com,hendersonaaron,1968-12-01,Female,San Jose,2024-02-20,2025-02-19,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Tablet,Medium,4.3,9
Deanna Richardson,robert14@example.com,robert14,1992-06-22,Male,New York,2024-01-16,2025-01-15,Monthly,Amex,Auto-renew,Frequent,Books,Action,Smart TV,Medium,3.6,7
Philip Chavez,christopherphillips@example.org,christopherphillips,1935-08-19,Female,Los Angeles,2024-03-11,2025-03-11,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,Low,4.6,7
David Murphy,rayveronica@example.org,rayveronica,1955-02-12,Female,Houston,2024-01-09,2025-01-08,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.1,0
Carolyn Delgado,gmorris@example.org,gmorris,1963-02-12,Male,Houston,2024-01-22,2025-01-21,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.6,3
William Douglas,mphelps@example.org,mphelps,2003-12-15,Female,Denver,2024-02-01,2025-01-31,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Tablet,High,3.8,5
Evan Thomas,marygarcia@example.com,marygarcia,1973-07-31,Male,Los Angeles,2024-03-26,2025-03-26,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Tablet,Medium,3.9,1
Kimberly Young,anthony39@example.org,anthony39,1984-12-06,Male,Austin,2024-03-16,2025-03-16,Annual,Visa,Manual,Occasional,Electronics,Drama,Smartphone,Low,4.1,7
Heather Allen,benjamin60@example.net,benjamin60,1987-06-14,Male,Seattle,2024-04-10,2025-04-10,Annual,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.2,4
Lawrence Rogers,alan38@example.org,alan38,1933-09-14,Male,Columbus,2024-01-25,2025-01-24,Annual,Amex,Auto-renew,Frequent,Books,Action,Tablet,High,3.7,5
Ariel Patterson,oneillhannah@example.com,oneillhannah,1994-07-05,Male,Austin,2024-03-24,2025-03-24,Annual,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.2,8
Nicholas Leonard,johnbanks@example.org,johnbanks,1980-06-06,Male,San Diego,2024-04-05,2025-04-05,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.2,0
Michelle Lane,nschwartz@example.org,nschwartz,1994-10-14,Female,New York,2024-01-07,2025-01-06,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,Tablet,High,4.6,7
John White,gibsonlinda@example.net,gibsonlinda,1992-11-30,Male,El Paso,2024-03-06,2025-03-06,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Medium,3.8,0
Colin Lambert,sherrybell@example.net,sherrybell,1965-10-08,Male,Seattle,2024-01-13,2025-01-12,Annual,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.0,3
Justin Porter,pperkins@example.com,pperkins,1951-12-20,Male,Boston,2024-04-09,2025-04-09,Monthly,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,3.6,7
James Cuevas,alishasmall@example.com,alishasmall,1988-02-12,Male,Los Angeles,2024-03-17,2025-03-17,Annual,Visa,Manual,Occasional,Electronics,Action,Tablet,High,4.5,4
Glenn Webb,jonesisabella@example.com,jonesisabella,1961-01-18,Female,Seattle,2024-03-04,2025-03-04,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Medium,3.2,6
James Robinson,maureenschneider@example.org,maureenschneider,2001-02-15,Male,San Francisco,2024-02-03,2025-02-02,Annual,Visa,Auto-renew,Regular,Books,Action,Smartphone,Low,3.2,0
Deborah Campbell,gwilliams@example.org,gwilliams,1995-07-10,Male,Los Angeles,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Tablet,High,4.5,0
Lauren Newman,qayala@example.com,qayala,2002-09-17,Male,San Antonio,2024-01-23,2025-01-22,Annual,Visa,Auto-renew,Frequent,Books,Documentary,Smartphone,High,4.5,4
Geoffrey Green,austin17@example.net,austin17,1943-08-21,Male,Philadelphia,2024-03-16,2025-03-16,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,4.1,1
Dominique Goodwin,robertsmichael@example.net,robertsmichael,1985-02-01,Female,Nashville,2024-04-03,2025-04-03,Monthly,Amex,Manual,Occasional,Electronics,Documentary,Smartphone,High,4.9,2
Melissa Davis,jenniferhaley@example.org,jenniferhaley,1966-11-09,Female,New York,2024-01-20,2025-01-19,Annual,Amex,Auto-renew,Frequent,Clothing,Drama,Smartphone,Medium,3.3,1
Brian Howard,wernertony@example.org,wernertony,1967-12-03,Male,Los Angeles,2024-03-03,2025-03-03,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,3.5,7
Elizabeth Marsh,lauren25@example.net,lauren25,1990-07-18,Female,Los Angeles,2024-01-23,2025-01-22,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,4.4,0
Tiffany Patterson,cordovaanthony@example.org,cordovaanthony,1990-01-21,Female,New York,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.5,1
John Owen DDS,gina51@example.org,gina51,1965-08-19,Male,San Antonio,2024-01-29,2025-01-28,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,High,4.0,7
Crystal Bennett,christianhawkins@example.net,christianhawkins,1999-10-09,Female,Fort Worth,2024-03-30,2025-03-30,Annual,Visa,Manual,Occasional,Electronics,Drama,Smart TV,Low,4.1,2
Jeremiah Black,cassandra86@example.org,cassandra86,1934-01-16,Female,Austin,2024-02-26,2025-02-25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,4.4,4
Richard Smith,hollypeterson@example.com,hollypeterson,1965-03-04,Female,Columbus,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,Low,3.6,7
Amanda Ali,scott11@example.org,scott11,1948-03-09,Male,Los Angeles,2024-04-04,2025-04-04,Monthly,Amex,Manual,Frequent,Books,Comedy,Smartphone,High,4.0,10
John Owen,tonya54@example.org,tonya54,1999-03-17,Male,San Antonio,2024-03-23,2025-03-23,Annual,Visa,Manual,Frequent,Books,Drama,Smartphone,Low,3.5,7
Ronnie Jackson,mercadolydia@example.net,mercadolydia,1970-12-02,Female,Philadelphia,2024-02-06,2025-02-05,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,High,3.5,3
Katherine Ford,annaknight@example.com,annaknight,1994-06-16,Male,Phoenix,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Tablet,Low,3.4,0
Janet Robinson,alane@example.com,alane,1936-03-04,Male,San Jose,2024-04-12,2025-04-12,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,High,4.6,3
Charles Garcia,bradleygutierrez@example.org,bradleygutierrez,1940-05-09,Male,San Francisco,2024-01-08,2025-01-07,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,4.5,2
Christopher Reed,john08@example.com,john08,1988-01-12,Male,New York,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.8,1
Denise Morse,anthonyjames@example.net,anthonyjames,1934-02-24,Male,Los Angeles,2024-02-08,2025-02-07,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,High,3.6,0
George Conway,egreen@example.net,egreen,1965-05-29,Female,New York,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,Low,4.3,3
Bryan Larsen,cbutler@example.net,cbutler,1936-05-09,Male,New York,2024-02-29,2025-02-28,Annual,Visa,Manual,Regular,Clothing,Horror,Tablet,High,3.5,7
Melanie Hawkins,grace37@example.org,grace37,2004-07-05,Female,Los Angeles,2024-01-26,2025-01-25,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Low,3.4,4
Christina Schwartz,morachristina@example.org,morachristina,2002-04-10,Male,El Paso,2024-01-20,2025-01-19,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Medium,4.9,7
Christopher Walker,jonesnicole@example.net,jonesnicole,1946-11-16,Female,Houston,2024-04-10,2025-04-10,Annual,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Medium,4.9,3
James Young,scottyork@example.org,scottyork,2005-05-14,Female,Fort Worth,2024-02-10,2025-02-09,Annual,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,High,4.1,2
Jennifer Simmons,matthewvance@example.com,matthewvance,1939-01-22,Female,Dallas,2024-01-14,2025-01-13,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,High,4.1,5
Daryl Conner,carlmartin@example.org,carlmartin,1935-01-11,Male,Phoenix,2024-02-19,2025-02-18,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,Medium,4.9,2
Mary Lee,stephenortiz@example.net,stephenortiz,1961-07-10,Female,New York,2024-03-13,2025-03-13,Monthly,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,High,4.7,8
Manuel Ramos,robertingram@example.org,robertingram,1958-02-03,Male,Charlotte,2024-02-08,2025-02-07,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smart TV,Medium,3.2,0
Melissa Perez,kgomez@example.com,kgomez,1976-07-31,Female,San Antonio,2024-02-25,2025-02-24,Monthly,Amex,Manual,Occasional,Books,Comedy,Smart TV,Medium,3.1,9
Christopher Haynes,williamsrobin@example.com,williamsrobin,1964-11-16,Female,New York,2024-03-12,2025-03-12,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Medium,3.9,6
James Alvarado,lisa99@example.com,lisa99,1972-01-13,Female,San Diego,2024-03-27,2025-03-27,Annual,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,4.5,3
Gary Brown,kmaddox@example.net,kmaddox,1962-06-21,Female,San Antonio,2024-02-10,2025-02-09,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,Smartphone,High,4.7,9
Vickie Beck,rdavis@example.org,rdavis,1968-07-15,Male,Houston,2024-02-01,2025-01-31,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,3.3,4
